attributes,values,game_size,vocab_size_factor,n_epochs,batch_size,learning_rate,hidden_size,temp_update,temperature,train_loss,train_accuracy,test_loss,test_accuracy
3,3,10,3.0,100.0,32,0.001,128,0.97,2.0,0.01454148069024086,0.9953737854957581,0.046015664935112,0.9900349378585815
3,3,10,3.0,100.0,32,0.001,128,0.99,2.0,0.008658300153911114,0.9983907341957092,0.06721058487892151,0.9861209392547607
3,3,10,3.0,100.0,32,0.001,256,0.97,1.0,0.04121978208422661,0.9834539294242859,0.10173826664686203,0.9673775434494019
3,3,10,3.0,100.0,32,0.001,256,0.99,1.0,0.1465168297290802,0.9427883625030518,0.238067626953125,0.9208630919456482
3,3,10,3.0,100.0,32,0.001,256,0.97,1.5,0.2232598215341568,0.9094258546829224,0.20514826476573944,0.9223775863647461
3,3,10,3.0,100.0,32,0.001,256,0.99,1.5,0.01972968690097332,0.9944111108779907,0.10458625853061676,0.9857913255691528
3,3,10,3.0,100.0,32,0.001,256,0.97,2.0,0.02350435219705105,0.992446780204773,0.09679091721773148,0.9760489463806152
3,3,10,3.0,100.0,32,0.001,256,0.99,2.0,0.019995536655187607,0.996955394744873,0.08639585226774216,0.987412691116333
3,3,10,3.0,100.0,64,0.0005,128,0.97,1.0,0.12550552189350128,0.9602049589157104,0.21511507034301758,0.9436860084533691
3,3,10,3.0,100.0,64,0.0005,128,0.99,1.0,0.0936196893453598,0.97015380859375,0.14357778429985046,0.9563605189323425
3,3,10,3.0,100.0,64,0.0005,128,0.97,1.5,0.1893063336610794,0.9234164953231812,0.2736002504825592,0.8987972140312195
3,3,10,3.0,100.0,64,0.0005,128,0.99,1.5,0.10073059052228928,0.9632796049118042,0.11419439315795898,0.9588340520858765
3,3,10,3.0,100.0,64,0.0005,128,0.97,2.0,0.10465715080499649,0.9607307314872742,0.16128642857074738,0.9529513120651245
3,3,10,3.0,100.0,64,0.0005,128,0.99,2.0,0.07529917359352112,0.9725673794746399,0.16713586449623108,0.9479730129241943
3,3,10,3.0,100.0,64,0.0005,256,0.97,1.0,0.08595513552427292,0.9696708917617798,0.15031392872333527,0.9653904438018799
3,3,10,3.0,100.0,64,0.0005,256,0.99,1.0,0.023351293057203293,0.9918720722198486,0.03936890885233879,0.9857383370399475
3,3,10,3.0,100.0,64,0.0005,256,0.97,1.5,0.10287640243768692,0.968376100063324,0.15901120007038116,0.9471463561058044
3,3,10,3.0,100.0,64,0.0005,256,0.99,1.5,0.057515066117048264,0.9775369763374329,0.09660732001066208,0.9699658155441284
3,3,10,3.0,100.0,64,0.0005,256,0.97,2.0,0.021140646189451218,0.9941407442092896,0.04249431565403938,0.9909722805023193
3,3,10,3.0,100.0,64,0.0005,256,0.99,2.0,0.05079773813486099,0.9804518222808838,0.16530032455921173,0.953125
3,3,10,3.0,100.0,64,0.001,128,0.97,1.0,0.07732958346605301,0.9712686538696289,0.13015688955783844,0.943345308303833
3,3,10,3.0,100.0,64,0.001,128,0.99,1.0,0.04197826609015465,0.9848214983940125,0.0685410425066948,0.9765732884407043
3,3,10,3.0,100.0,64,0.001,128,0.97,1.5,0.017583897337317467,0.9956064820289612,0.06864602118730545,0.9819929003715515
3,3,10,3.0,100.0,64,0.001,128,0.99,1.5,0.050233252346515656,0.9815880060195923,0.1322392076253891,0.9539518356323242
3,3,10,3.0,100.0,64,0.001,128,0.97,2.0,0.0849926695227623,0.9694921374320984,0.12031978368759155,0.9650348424911499
3,3,10,3.0,100.0,64,0.001,128,0.99,2.0,0.009543560445308685,0.9981962442398071,0.038088228553533554,0.9904677867889404
3,3,10,3.0,100.0,64,0.001,256,0.97,1.0,0.07782594114542007,0.9745786190032959,0.1203928217291832,0.9674215316772461
3,3,10,3.0,100.0,64,0.001,256,0.99,1.0,0.6831362247467041,0.5432174801826477,0.6859413385391235,0.5142617225646973
3,3,10,3.0,100.0,64,0.001,256,0.97,1.5,0.08596570789813995,0.9669202566146851,0.20001141726970673,0.9548951387405396
3,3,10,3.0,100.0,64,0.001,256,0.99,1.5,0.02603021450340748,0.9916284680366516,0.20170922577381134,0.9665195345878601
3,3,10,3.0,100.0,64,0.001,256,0.97,2.0,0.11386531591415405,0.9553945660591125,0.22149978578090668,0.9312499165534973
3,3,10,3.0,100.0,64,0.001,256,0.99,2.0,0.028403937816619873,0.9936134219169617,0.10683220624923706,0.9785224199295044
3,4,3,3.0,100.0,32,0.0005,128,0.97,1.0,0.1397184580564499,0.9513155817985535,0.3950018584728241,0.8893014192581177
3,4,3,3.0,100.0,32,0.0005,128,0.99,1.0,0.20301443338394165,0.9152648448944092,0.4127888083457947,0.858473002910614
3,4,3,3.0,100.0,32,0.0005,128,0.97,1.5,0.19293229281902313,0.9286080002784729,0.37597331404685974,0.864814817905426
3,4,3,3.0,100.0,32,0.0005,128,0.99,1.5,0.14748446643352509,0.9424968957901001,0.5339595079421997,0.8333333730697632
3,4,3,3.0,100.0,32,0.0005,128,0.97,2.0,0.15663832426071167,0.9458795189857483,0.3813844919204712,0.8738490343093872
3,4,3,3.0,100.0,32,0.0005,128,0.99,2.0,0.1417648047208786,0.9466148018836975,0.4832274913787842,0.8342593908309937
3,4,3,3.0,100.0,32,0.0005,256,0.97,1.0,0.14726899564266205,0.9443081021308899,0.35688266158103943,0.8871181011199951
3,4,3,3.0,100.0,32,0.0005,256,0.99,1.0,0.11802773177623749,0.9558923244476318,0.3550844192504883,0.9051566123962402
3,4,3,3.0,100.0,32,0.0005,256,0.97,1.5,0.10175620764493942,0.9658492803573608,0.3013017773628235,0.9130038022994995
3,4,3,3.0,100.0,32,0.0005,256,0.99,1.5,0.10679797828197479,0.9647669196128845,0.5340785980224609,0.8727107644081116
3,4,3,3.0,100.0,32,0.0005,256,0.97,2.0,0.1266259104013443,0.9561648368835449,0.5264313220977783,0.8681318759918213
3,4,3,3.0,100.0,32,0.0005,256,0.99,2.0,0.06402598321437836,0.9799869060516357,0.3384019136428833,0.9119849801063538
3,4,3,3.0,100.0,32,0.001,128,0.97,1.0,0.18872927129268646,0.9267764091491699,0.3163219690322876,0.8855310678482056
3,4,3,3.0,100.0,32,0.001,128,0.99,1.0,0.1726088970899582,0.9352415800094604,0.37390896677970886,0.8933424949645996
3,4,3,3.0,100.0,32,0.001,128,0.97,1.5,0.13672931492328644,0.953825056552887,0.43872615694999695,0.8833333253860474
3,4,3,3.0,100.0,32,0.001,128,0.99,1.5,0.11839154362678528,0.9597483277320862,0.4832400977611542,0.8726591467857361
3,4,3,3.0,100.0,32,0.001,128,0.97,2.0,0.09546921402215958,0.9662986993789673,0.3906390070915222,0.8855311870574951
3,4,3,3.0,100.0,32,0.001,128,0.99,2.0,0.08905508369207382,0.9683144092559814,0.3857075572013855,0.8895028233528137
3,4,3,3.0,100.0,32,0.001,256,0.97,1.0,0.23713286221027374,0.9071896076202393,0.47524067759513855,0.8299632668495178
3,4,3,3.0,100.0,32,0.001,256,0.99,1.0,0.08286882191896439,0.9701902270317078,0.3737255930900574,0.907907247543335
3,4,3,3.0,100.0,32,0.001,256,0.97,1.5,0.13804113864898682,0.9486382603645325,0.33040139079093933,0.885819673538208
3,4,3,3.0,100.0,32,0.001,256,0.99,1.5,0.20434905588626862,0.9226604700088501,0.41799741983413696,0.8474577069282532
3,4,3,3.0,100.0,32,0.001,256,0.97,2.0,0.13711056113243103,0.9529916644096375,0.4635697305202484,0.8670310974121094
3,4,3,3.0,100.0,32,0.001,256,0.99,2.0,0.06389600783586502,0.9795148968696594,0.4459073543548584,0.8805556297302246
3,4,3,3.0,100.0,64,0.0005,128,0.97,1.0,0.30403414368629456,0.8660430908203125,0.4613414704799652,0.8184358477592468
3,4,3,3.0,100.0,64,0.0005,128,0.99,1.0,0.1923111230134964,0.9301173686981201,0.4776633679866791,0.8351749181747437
3,4,3,3.0,100.0,64,0.0005,128,0.97,1.5,0.2751941680908203,0.8977261185646057,0.39167100191116333,0.8418079018592834
3,4,3,3.0,100.0,64,0.0005,128,0.99,1.5,0.30308079719543457,0.8739235401153564,0.46259570121765137,0.8241252303123474
3,4,3,3.0,100.0,64,0.0005,128,0.97,2.0,0.23667985200881958,0.9040964245796204,0.4296523332595825,0.8379629254341125
3,4,3,3.0,100.0,64,0.0005,128,0.99,2.0,0.19187593460083008,0.9255178570747375,0.3749783933162689,0.8788707852363586
3,4,3,3.0,100.0,64,0.0005,256,0.97,1.0,0.21763721108436584,0.9173316955566406,0.5091524124145508,0.8358770608901978
3,4,3,3.0,100.0,64,0.0005,256,0.99,1.0,0.15346258878707886,0.9388367533683777,0.34229111671447754,0.8858397006988525
3,4,3,3.0,100.0,64,0.0005,256,0.97,1.5,0.2023438662290573,0.9205398559570312,0.38313302397727966,0.8646541833877563
3,4,3,3.0,100.0,64,0.0005,256,0.99,1.5,0.14629562199115753,0.9474350214004517,0.30984586477279663,0.9016854166984558
3,4,3,3.0,100.0,64,0.0005,256,0.97,2.0,0.12546908855438232,0.9551543593406677,0.47342807054519653,0.8802947998046875
3,4,3,3.0,100.0,64,0.0005,256,0.99,2.0,0.05791781470179558,0.9844223260879517,0.4369121789932251,0.8854748606681824
3,4,3,3.0,100.0,64,0.001,128,0.97,1.0,0.1351667195558548,0.9522033333778381,0.3849340081214905,0.8777777552604675
3,4,3,3.0,100.0,64,0.001,128,0.99,1.0,0.1728227138519287,0.9424299597740173,0.4750707149505615,0.8657141923904419
3,4,3,3.0,100.0,64,0.001,128,0.97,1.5,0.1836763173341751,0.9345904588699341,0.4071125388145447,0.8586142659187317
3,4,3,3.0,100.0,64,0.001,128,0.99,1.5,0.11227157711982727,0.9605813026428223,0.3452582359313965,0.8870370388031006
3,4,3,3.0,100.0,64,0.001,128,0.97,2.0,0.1763690710067749,0.9397888779640198,0.4341880679130554,0.85740727186203
3,4,3,3.0,100.0,64,0.001,128,0.99,2.0,0.08571625500917435,0.9687464237213135,0.4349890649318695,0.8882784247398376
3,4,3,3.0,100.0,64,0.001,256,0.97,1.0,0.12541213631629944,0.9520697593688965,0.3939138352870941,0.885819673538208
3,4,3,3.0,100.0,64,0.001,256,0.99,1.0,0.07656747102737427,0.9708684086799622,0.35188326239585876,0.9118867516517639
3,4,3,3.0,100.0,64,0.001,256,0.97,1.5,0.20868287980556488,0.9235105514526367,0.4296995997428894,0.8533741235733032
3,4,3,3.0,100.0,64,0.001,256,0.99,1.5,0.684374213218689,0.5474475026130676,0.6973368525505066,0.5197133421897888
3,4,3,3.0,100.0,64,0.001,256,0.97,2.0,0.08038793504238129,0.9709189534187317,0.49936145544052124,0.8754681944847107
3,4,3,3.0,100.0,64,0.001,256,0.99,2.0,0.6827157139778137,0.5619937181472778,0.6975082755088806,0.5148977041244507
3,4,4,3.0,100.0,32,0.0005,128,0.97,1.0,0.15191881358623505,0.9443085789680481,0.3356039226055145,0.8880208134651184
3,4,4,3.0,100.0,32,0.0005,128,0.99,1.0,0.22811384499073029,0.9153262972831726,0.33874163031578064,0.8879668116569519
3,4,4,3.0,100.0,32,0.0005,128,0.97,1.5,0.13742832839488983,0.9558411240577698,0.3293079733848572,0.8926348090171814
3,4,4,3.0,100.0,32,0.0005,128,0.99,1.5,0.19339793920516968,0.9258620738983154,0.3159623444080353,0.8935184478759766
3,4,4,3.0,100.0,32,0.0005,128,0.97,2.0,0.1440286487340927,0.9511771202087402,0.2240225225687027,0.922004222869873
3,4,4,3.0,100.0,32,0.0005,256,0.97,1.0,0.15520240366458893,0.9489261507987976,0.3598843812942505,0.9183884263038635
3,4,4,3.0,100.0,32,0.0005,256,0.99,1.0,0.19878645241260529,0.9188100099563599,0.32053422927856445,0.8791494369506836
3,4,4,3.0,100.0,32,0.0005,256,0.97,1.5,0.16282927989959717,0.9414764642715454,0.29458263516426086,0.9113924503326416
3,4,4,3.0,100.0,32,0.0005,256,0.99,1.5,0.11520177870988846,0.9615514874458313,0.31177589297294617,0.9202674031257629
3,4,4,3.0,100.0,32,0.0005,256,0.97,2.0,0.0839650109410286,0.9730631113052368,0.24444250762462616,0.9290966987609863
3,4,4,3.0,100.0,32,0.0005,256,0.99,2.0,0.053018249571323395,0.9842681288719177,0.3233211040496826,0.9244897365570068
3,4,4,3.0,100.0,32,0.001,128,0.97,1.0,0.14463205635547638,0.9521387815475464,0.31217554211616516,0.8959203958511353
3,4,4,3.0,100.0,32,0.001,128,0.99,1.0,0.17424483597278595,0.9375876784324646,0.3423214852809906,0.8875522613525391
3,4,4,3.0,100.0,32,0.001,128,0.97,1.5,0.1510065495967865,0.9476091265678406,0.28771695494651794,0.9110168814659119
3,4,4,3.0,100.0,32,0.001,128,0.99,1.5,0.06513221561908722,0.9793892502784729,0.26591765880584717,0.9282786846160889
3,4,4,3.0,100.0,32,0.001,128,0.97,2.0,0.12166981399059296,0.9598276615142822,0.29537564516067505,0.9161522388458252
