message,n_concepts
"(6, 14, 13, 0)",2
"(6, 14, 14, 0)",5
"(6, 18, 47, 0)",2
"(6, 22, 12, 0)",3
"(6, 22, 24, 0)",1
"(6, 22, 40, 0)",9
"(6, 22, 41, 0)",8
"(6, 27, 6, 0)",4
"(6, 27, 31, 0)",1
"(6, 28, 2, 0)",4
"(6, 28, 5, 0)",6
"(6, 28, 12, 0)",2
"(6, 28, 22, 0)",2
"(6, 28, 24, 0)",6
"(6, 28, 31, 0)",1
"(6, 28, 40, 0)",10
"(6, 31, 5, 0)",3
"(6, 32, 6, 0)",15
"(6, 32, 10, 0)",1
"(6, 32, 12, 0)",12
"(6, 35, 35, 0)",1
"(6, 43, 5, 0)",1
"(6, 43, 6, 0)",1
"(6, 43, 43, 0)",2
"(6, 47, 5, 0)",2
"(6, 47, 6, 0)",4
"(6, 47, 47, 0)",5
"(7, 7, 7, 0)",5
"(7, 7, 10, 0)",12
"(7, 7, 23, 0)",1
"(7, 10, 7, 0)",5
"(7, 10, 23, 0)",1
"(7, 19, 30, 0)",1
"(7, 23, 10, 0)",8
"(8, 5, 5, 0)",3
"(8, 8, 5, 0)",10
"(8, 16, 5, 0)",6
"(8, 19, 2, 0)",3
"(8, 19, 5, 0)",4
"(8, 19, 19, 0)",2
"(8, 22, 5, 0)",2
"(8, 22, 22, 0)",4
"(8, 22, 41, 0)",3
"(8, 22, 42, 0)",1
"(8, 28, 5, 0)",1
"(8, 35, 5, 0)",1
"(8, 35, 8, 0)",3
"(8, 35, 16, 0)",2
"(8, 35, 22, 0)",5
"(8, 35, 35, 0)",5
"(8, 35, 41, 0)",1
"(8, 41, 5, 0)",6
"(8, 42, 5, 0)",6
"(8, 42, 22, 0)",1
"(8, 42, 42, 0)",3
"(9, 5, 19, 0)",6
"(9, 10, 5, 0)",1
"(9, 12, 5, 0)",6
"(9, 12, 9, 0)",1
"(9, 40, 5, 0)",1
"(10, 1, 19, 0)",3
"(10, 1, 40, 0)",2
"(10, 5, 19, 0)",4
"(10, 7, 10, 0)",1
"(10, 7, 19, 0)",4
"(10, 7, 23, 0)",7
"(10, 7, 36, 0)",7
"(10, 9, 10, 0)",1
"(10, 9, 19, 0)",3
"(10, 9, 40, 0)",1
"(10, 10, 5, 0)",1
"(10, 10, 9, 0)",3
"(10, 10, 10, 0)",12
"(10, 10, 27, 0)",3
"(10, 10, 39, 0)",4
"(10, 10, 48, 0)",1
"(10, 12, 12, 0)",1
"(10, 14, 10, 0)",2
"(10, 19, 2, 0)",1
"(10, 22, 19, 0)",1
"(10, 23, 10, 0)",7
"(10, 23, 19, 0)",5
"(10, 27, 10, 0)",3
"(10, 27, 19, 0)",3
"(10, 32, 10, 0)",4
"(10, 32, 12, 0)",5
"(10, 32, 40, 0)",1
"(10, 34, 10, 0)",1
"(10, 36, 19, 0)",4
"(10, 39, 10, 0)",4
"(10, 41, 40, 0)",1
"(10, 42, 40, 0)",1
"(10, 43, 10, 0)",1
"(10, 48, 10, 0)",2
"(10, 48, 19, 0)",3
"(11, 1, 1, 0)",1
"(11, 1, 5, 0)",1
"(11, 1, 16, 0)",13
"(11, 1, 29, 0)",3
"(11, 1, 51, 0)",5
"(11, 4, 4, 0)",15
"(11, 4, 44, 0)",10
"(11, 5, 5, 0)",2
"(11, 11, 1, 0)",5
"(11, 11, 4, 0)",1
"(11, 11, 5, 0)",1
"(11, 11, 11, 0)",10
"(11, 11, 16, 0)",3
"(11, 11, 20, 0)",1
"(11, 11, 21, 0)",7
"(11, 11, 31, 0)",6
"(11, 11, 33, 0)",3
"(11, 11, 37, 0)",1
"(11, 11, 46, 0)",1
"(11, 11, 47, 0)",1
"(11, 11, 50, 0)",17
"(11, 16, 5, 0)",4
"(11, 16, 16, 0)",3
"(11, 17, 5, 0)",2
"(11, 17, 17, 0)",1
"(11, 21, 5, 0)",1
"(11, 21, 16, 0)",3
"(11, 21, 21, 0)",3
"(11, 21, 29, 0)",3
"(11, 21, 31, 0)",6
"(11, 21, 32, 0)",5
"(11, 21, 39, 0)",9
"(11, 25, 5, 0)",1
"(11, 25, 17, 0)",1
"(11, 29, 5, 0)",4
"(11, 29, 29, 0)",7
"(11, 31, 5, 0)",6
"(11, 31, 31, 0)",3
"(11, 32, 14, 0)",9
"(11, 32, 16, 0)",2
"(11, 32, 32, 0)",4
"(11, 32, 33, 0)",3
"(11, 32, 37, 0)",1
"(11, 33, 1, 0)",3
"(11, 33, 5, 0)",2
"(11, 33, 11, 0)",4
"(11, 33, 29, 0)",1
"(11, 33, 31, 0)",7
"(11, 33, 37, 0)",6
"(11, 37, 17, 0)",1
"(11, 37, 21, 0)",18
"(11, 37, 32, 0)",4
"(11, 37, 37, 0)",11
"(11, 39, 16, 0)",1
"(11, 39, 31, 0)",11
"(11, 39, 32, 0)",5
"(11, 39, 39, 0)",13
"(11, 46, 1, 0)",1
"(11, 46, 16, 0)",2
"(11, 50, 4, 0)",8
"(11, 50, 16, 0)",1
"(11, 50, 20, 0)",11
"(11, 50, 23, 0)",1
"(11, 50, 44, 0)",3
"(11, 50, 46, 0)",1
"(11, 50, 50, 0)",12
"(12, 1, 19, 0)",1
"(12, 5, 19, 0)",1
"(12, 9, 10, 0)",1
"(12, 9, 19, 0)",2
"(12, 10, 9, 0)",4
"(12, 10, 12, 0)",3
"(12, 12, 5, 0)",1
"(12, 12, 9, 0)",4
"(12, 12, 12, 0)",2
"(12, 12, 47, 0)",1
"(12, 14, 10, 0)",4
"(12, 19, 2, 0)",1
"(12, 29, 10, 0)",1
"(12, 32, 10, 0)",1
"(12, 40, 5, 0)",1
"(12, 43, 10, 0)",2
"(12, 47, 10, 0)",1
"(12, 47, 12, 0)",1
"(12, 47, 19, 0)",3
"(12, 47, 40, 0)",3
"(13, 2, 2, 0)",4
"(13, 2, 5, 0)",5
"(13, 3, 3, 0)",24
"(13, 3, 5, 0)",13
"(13, 3, 44, 0)",16
"(13, 3, 45, 0)",1
"(13, 5, 2, 0)",1
"(13, 5, 5, 0)",3
"(13, 6, 6, 0)",1
"(13, 6, 32, 0)",6
"(13, 13, 2, 0)",4
"(13, 13, 5, 0)",5
"(13, 13, 6, 0)",6
"(13, 13, 13, 0)",18
"(13, 13, 16, 0)",8
"(13, 13, 32, 0)",1
"(13, 13, 39, 0)",4
"(13, 13, 46, 0)",3
"(13, 13, 48, 0)",4
"(13, 16, 2, 0)",1
"(13, 16, 5, 0)",1
"(13, 23, 23, 0)",15
"(13, 23, 44, 0)",4
"(13, 23, 45, 0)",10
"(13, 36, 36, 0)",6
"(14, 10, 32, 0)",13
"(14, 12, 9, 0)",1
"(14, 12, 14, 0)",3
"(14, 12, 32, 0)",15
"(14, 12, 48, 0)",1
"(14, 14, 14, 0)",2
"(14, 14, 16, 0)",1
"(14, 16, 16, 0)",1
"(14, 32, 5, 0)",2
"(14, 32, 16, 0)",5
"(14, 39, 5, 0)",4
"(14, 39, 16, 0)",5
"(14, 39, 32, 0)",6
"(15, 3, 3, 0)",19
"(15, 3, 4, 0)",13
"(15, 3, 5, 0)",8
"(15, 3, 15, 0)",1
"(15, 3, 44, 0)",7
"(15, 4, 4, 0)",8
"(15, 4, 5, 0)",10
"(15, 4, 10, 0)",2
"(15, 4, 15, 0)",1
"(15, 4, 23, 0)",1
"(15, 4, 44, 0)",9
"(15, 7, 10, 0)",1
"(15, 10, 7, 0)",3
"(15, 10, 15, 0)",2
"(15, 12, 32, 0)",1
"(15, 13, 23, 0)",1
"(15, 13, 46, 0)",2
"(15, 15, 10, 0)",7
"(15, 15, 15, 0)",26
"(15, 15, 23, 0)",13
"(15, 15, 30, 0)",2
"(15, 23, 10, 0)",21
"(15, 23, 15, 0)",1
"(15, 23, 23, 0)",15
"(15, 30, 7, 0)",1
"(15, 30, 10, 0)",37
"(15, 30, 15, 0)",1
"(15, 30, 19, 0)",1
"(15, 30, 23, 0)",1
"(15, 36, 19, 0)",25
"(15, 36, 36, 0)",16
"(15, 48, 10, 0)",1
"(16, 5, 2, 0)",2
"(16, 5, 5, 0)",3
"(16, 5, 16, 0)",1
"(16, 16, 2, 0)",1
"(16, 16, 5, 0)",2
"(16, 16, 16, 0)",1
"(16, 16, 19, 0)",1
"(16, 46, 2, 0)",1
"(17, 5, 5, 0)",4
"(17, 5, 16, 0)",1
"(17, 5, 22, 0)",6
"(17, 8, 5, 0)",14
"(17, 8, 8, 0)",5
"(17, 8, 28, 0)",6
"(17, 8, 31, 0)",5
"(17, 11, 16, 0)",1
"(17, 11, 28, 0)",5
"(17, 11, 31, 0)",2
"(17, 16, 5, 0)",2
"(17, 17, 5, 0)",5
"(17, 17, 8, 0)",12
"(17, 17, 11, 0)",17
"(17, 17, 16, 0)",2
"(17, 17, 17, 0)",6
"(17, 17, 22, 0)",9
"(17, 17, 24, 0)",16
"(17, 17, 28, 0)",6
"(17, 17, 31, 0)",2
"(17, 17, 33, 0)",4
"(17, 17, 46, 0)",3
"(17, 17, 50, 0)",3
"(17, 22, 5, 0)",7
"(17, 22, 19, 0)",1
"(17, 22, 22, 0)",22
"(17, 22, 24, 0)",6
"(17, 22, 41, 0)",14
"(17, 22, 42, 0)",4
"(17, 24, 5, 0)",1
"(17, 24, 22, 0)",9
"(17, 24, 24, 0)",8
"(17, 24, 28, 0)",4
"(17, 24, 33, 0)",1
"(17, 24, 41, 0)",5
"(17, 24, 42, 0)",7
"(17, 28, 5, 0)",4
"(17, 28, 8, 0)",8
"(17, 28, 16, 0)",5
"(17, 29, 5, 0)",2
"(17, 31, 31, 0)",1
"(17, 33, 5, 0)",2
"(17, 33, 8, 0)",8
"(17, 33, 17, 0)",6
"(17, 33, 22, 0)",2
"(17, 33, 24, 0)",6
"(17, 33, 28, 0)",8
"(17, 33, 31, 0)",4
"(17, 33, 38, 0)",7
"(17, 41, 5, 0)",8
"(17, 41, 8, 0)",3
"(17, 41, 22, 0)",1
"(17, 42, 5, 0)",2
"(17, 42, 22, 0)",1
"(17, 42, 41, 0)",2
"(17, 42, 42, 0)",2
"(17, 46, 5, 0)",8
"(17, 46, 16, 0)",2
"(17, 46, 22, 0)",11
"(17, 46, 23, 0)",3
"(17, 46, 44, 0)",1
"(17, 50, 5, 0)",2
"(17, 50, 25, 0)",1
"(17, 50, 50, 0)",1
"(18, 2, 5, 0)",1
"(18, 2, 16, 0)",1
"(18, 6, 5, 0)",1
"(18, 12, 47, 0)",3
"(18, 18, 47, 0)",2
"(18, 22, 22, 0)",2
"(18, 22, 40, 0)",3
"(18, 22, 41, 0)",2
"(18, 28, 2, 0)",4
"(18, 28, 5, 0)",6
"(18, 28, 19, 0)",1
"(18, 28, 22, 0)",3
"(18, 28, 40, 0)",3
"(18, 41, 5, 0)",3
"(18, 47, 22, 0)",2
"(18, 47, 47, 0)",3
"(19, 2, 19, 0)",1
"(19, 5, 5, 0)",1
"(19, 5, 19, 0)",1
"(19, 5, 40, 0)",1
"(19, 10, 36, 0)",1
"(19, 19, 5, 0)",2
"(19, 19, 19, 0)",8
"(19, 19, 36, 0)",7
"(19, 22, 19, 0)",5
"(19, 23, 19, 0)",5
"(19, 36, 19, 0)",2
"(19, 44, 19, 0)",9
"(19, 46, 19, 0)",1
"(19, 46, 22, 0)",1
"(19, 48, 19, 0)",1
"(20, 5, 5, 0)",5
"(20, 5, 22, 0)",8
"(20, 5, 44, 0)",2
"(20, 5, 45, 0)",9
"(20, 5, 46, 0)",1
"(20, 44, 44, 0)",5
"(20, 44, 45, 0)",2
"(21, 4, 4, 0)",12
"(21, 4, 5, 0)",7
"(21, 4, 44, 0)",7
"(21, 5, 5, 0)",1
"(21, 5, 22, 0)",6
"(21, 5, 45, 0)",1
"(21, 16, 5, 0)",2
"(21, 16, 16, 0)",5
"(21, 21, 4, 0)",1
"(21, 21, 5, 0)",3
"(21, 21, 16, 0)",3
"(21, 21, 21, 0)",1
"(21, 21, 29, 0)",3
"(21, 21, 31, 0)",7
"(21, 21, 32, 0)",3
"(21, 21, 39, 0)",8
"(21, 22, 5, 0)",1
"(21, 23, 44, 0)",4
"(21, 24, 22, 0)",1
"(21, 29, 5, 0)",2
"(21, 29, 29, 0)",3
"(21, 31, 5, 0)",3
"(21, 32, 14, 0)",2
"(21, 32, 21, 0)",3
"(21, 32, 24, 0)",1
"(21, 32, 31, 0)",1
"(21, 32, 51, 0)",3
"(21, 39, 21, 0)",6
"(21, 39, 31, 0)",4
"(21, 39, 32, 0)",1
"(21, 39, 39, 0)",5
"(21, 44, 44, 0)",2
"(21, 46, 5, 0)",3
"(21, 46, 22, 0)",4
"(21, 51, 16, 0)",2
"(21, 51, 32, 0)",1
"(22, 5, 2, 0)",1
"(22, 5, 5, 0)",13
"(22, 5, 19, 0)",12
"(22, 5, 22, 0)",1
"(22, 19, 19, 0)",17
"(22, 19, 22, 0)",12
"(22, 22, 2, 0)",6
"(22, 22, 5, 0)",12
"(22, 22, 12, 0)",2
"(22, 22, 19, 0)",2
"(22, 22, 22, 0)",10
"(22, 22, 40, 0)",6
"(22, 22, 41, 0)",8
"(22, 28, 24, 0)",7
"(22, 36, 36, 0)",2
"(22, 40, 22, 0)",11
"(22, 40, 40, 0)",14
"(22, 41, 22, 0)",1
"(22, 41, 40, 0)",5
"(22, 42, 5, 0)",4
"(22, 42, 22, 0)",1
"(22, 42, 35, 0)",1
"(22, 42, 40, 0)",10
"(22, 42, 41, 0)",2
"(22, 42, 42, 0)",1
"(23, 5, 36, 0)",1
"(23, 5, 44, 0)",1
"(23, 5, 45, 0)",2
"(23, 19, 23, 0)",18
"(23, 19, 36, 0)",15
"(23, 23, 19, 0)",2
"(23, 23, 23, 0)",14
"(23, 23, 45, 0)",6
"(23, 36, 19, 0)",1
"(23, 36, 36, 0)",13
"(23, 45, 45, 0)",4
"(24, 17, 42, 0)",1
"(24, 22, 5, 0)",3
"(24, 22, 12, 0)",1
"(24, 22, 22, 0)",12
"(24, 22, 24, 0)",4
"(24, 22, 35, 0)",1
"(24, 22, 40, 0)",2
"(24, 22, 41, 0)",7
"(24, 28, 5, 0)",1
"(24, 28, 8, 0)",3
"(24, 28, 16, 0)",5
"(24, 29, 5, 0)",2
"(24, 35, 24, 0)",1
"(24, 41, 5, 0)",4
"(24, 41, 8, 0)",3
"(24, 41, 22, 0)",6
"(24, 41, 24, 0)",4
"(24, 42, 5, 0)",1
"(24, 42, 42, 0)",3
"(24, 43, 5, 0)",2
"(24, 45, 45, 0)",1
"(25, 4, 5, 0)",6
"(25, 4, 44, 0)",3
"(25, 5, 5, 0)",7
"(25, 5, 44, 0)",3
"(25, 5, 45, 0)",1
"(25, 11, 25, 0)",1
"(25, 17, 38, 0)",1
"(25, 25, 5, 0)",3
"(25, 25, 17, 0)",1
"(25, 25, 20, 0)",6
"(25, 25, 25, 0)",9
"(25, 25, 38, 0)",1
"(25, 25, 44, 0)",3
"(25, 38, 38, 0)",6
"(25, 50, 44, 0)",1
"(26, 4, 4, 0)",1
"(26, 5, 5, 0)",4
"(26, 5, 16, 0)",1
"(26, 5, 42, 0)",1
"(26, 5, 44, 0)",2
"(26, 5, 45, 0)",1
"(26, 21, 4, 0)",1
"(26, 21, 5, 0)",10
"(26, 21, 44, 0)",5
"(26, 39, 4, 0)",14
"(26, 39, 5, 0)",1
"(26, 39, 7, 0)",1
"(26, 39, 20, 0)",1
"(26, 39, 44, 0)",10
"(26, 39, 46, 0)",4
"(26, 44, 44, 0)",1
"(26, 46, 16, 0)",1
"(27, 2, 2, 0)",1
"(27, 2, 5, 0)",5
"(27, 5, 2, 0)",5
"(27, 5, 5, 0)",6
"(27, 6, 5, 0)",4
"(27, 6, 29, 0)",7
"(27, 6, 32, 0)",1
"(27, 10, 9, 0)",1
"(27, 10, 10, 0)",1
"(27, 10, 27, 0)",15
"(27, 10, 34, 0)",4
"(27, 10, 48, 0)",1
"(27, 12, 6, 0)",8
"(27, 12, 9, 0)",8
"(27, 12, 12, 0)",12
"(27, 12, 27, 0)",2
"(27, 13, 13, 0)",2
"(27, 13, 27, 0)",4
"(27, 19, 2, 0)",2
"(27, 19, 5, 0)",5
"(27, 22, 5, 0)",3
"(27, 27, 10, 0)",2
"(27, 27, 27, 0)",11
"(27, 27, 34, 0)",8
"(27, 27, 39, 0)",4
"(27, 28, 5, 0)",1
"(27, 29, 29, 0)",1
"(27, 35, 22, 0)",1
"(27, 41, 5, 0)",4
"(27, 41, 22, 0)",1
"(27, 43, 5, 0)",2
"(27, 43, 29, 0)",3
"(28, 2, 2, 0)",14
"(28, 2, 5, 0)",10
"(28, 2, 19, 0)",6
"(28, 5, 2, 0)",8
"(28, 5, 5, 0)",10
"(28, 8, 2, 0)",2
"(28, 8, 28, 0)",6
"(28, 16, 5, 0)",1
"(28, 19, 2, 0)",17
"(28, 19, 19, 0)",12
"(28, 19, 22, 0)",10
"(28, 19, 48, 0)",8
"(28, 22, 2, 0)",6
"(28, 22, 5, 0)",6
"(28, 22, 19, 0)",3
"(28, 28, 2, 0)",7
"(28, 28, 5, 0)",7
"(28, 28, 22, 0)",4
"(28, 28, 24, 0)",1
"(28, 28, 40, 0)",3
"(28, 35, 35, 0)",1
"(28, 40, 5, 0)",11
"(28, 40, 19, 0)",6
"(28, 40, 22, 0)",5
"(28, 40, 40, 0)",3
"(29, 5, 2, 0)",2
"(29, 5, 5, 0)",2
"(29, 5, 19, 0)",1
"(29, 29, 5, 0)",2
"(29, 29, 21, 0)",1
"(29, 29, 29, 0)",4
"(29, 31, 5, 0)",2
"(30, 2, 19, 0)",23
"(30, 19, 2, 0)",4
"(30, 19, 7, 0)",3
"(30, 19, 23, 0)",4
"(30, 19, 30, 0)",6
"(30, 19, 36, 0)",2
"(30, 23, 19, 0)",13
"(30, 30, 19, 0)",6
"(30, 30, 30, 0)",6
"(30, 36, 19, 0)",5
"(31, 22, 5, 0)",1
"(31, 22, 22, 0)",1
"(32, 5, 5, 0)",1
"(32, 6, 6, 0)",2
"(32, 6, 12, 0)",12
"(32, 6, 14, 0)",1
"(32, 6, 32, 0)",1
"(32, 10, 12, 0)",1
"(32, 12, 6, 0)",7
"(32, 12, 10, 0)",5
"(32, 12, 12, 0)",13
"(32, 12, 14, 0)",7
"(32, 12, 32, 0)",10
"(32, 13, 12, 0)",6
"(32, 14, 5, 0)",1
"(32, 14, 10, 0)",1
"(32, 14, 12, 0)",1
"(32, 14, 16, 0)",4
"(32, 14, 39, 0)",1
"(32, 32, 21, 0)",2
"(32, 32, 32, 0)",3
"(32, 32, 51, 0)",1
"(32, 43, 14, 0)",1
"(32, 43, 32, 0)",6
"(32, 51, 32, 0)",7
"(33, 1, 1, 0)",1
"(33, 1, 16, 0)",1
"(33, 1, 51, 0)",3
"(33, 8, 5, 0)",8
"(33, 8, 8, 0)",6
"(33, 8, 22, 0)",1
"(33, 8, 24, 0)",1
"(33, 8, 28, 0)",4
"(33, 8, 31, 0)",3
"(33, 8, 42, 0)",1
"(33, 8, 47, 0)",1
"(33, 11, 18, 0)",2
"(33, 11, 28, 0)",4
"(33, 11, 31, 0)",4
"(33, 11, 37, 0)",1
"(33, 11, 47, 0)",3
"(33, 14, 14, 0)",6
"(33, 17, 8, 0)",11
"(33, 17, 22, 0)",8
"(33, 17, 24, 0)",8
"(33, 17, 28, 0)",3
"(33, 17, 31, 0)",1
"(33, 17, 33, 0)",15
"(33, 21, 29, 0)",3
"(33, 21, 31, 0)",1
"(33, 21, 32, 0)",4
"(33, 22, 5, 0)",3
"(33, 22, 12, 0)",1
"(33, 22, 22, 0)",4
"(33, 22, 24, 0)",4
"(33, 22, 41, 0)",15
"(33, 24, 22, 0)",6
"(33, 24, 28, 0)",1
"(33, 24, 42, 0)",1
"(33, 28, 2, 0)",4
"(33, 28, 5, 0)",4
"(33, 28, 8, 0)",8
"(33, 28, 31, 0)",1
"(33, 29, 29, 0)",6
"(33, 31, 5, 0)",3
"(33, 31, 31, 0)",2
"(33, 32, 14, 0)",12
"(33, 32, 29, 0)",2
"(33, 32, 32, 0)",1
"(33, 32, 37, 0)",2
"(33, 33, 5, 0)",1
"(33, 33, 6, 0)",3
"(33, 33, 8, 0)",5
"(33, 33, 11, 0)",9
"(33, 33, 14, 0)",2
"(33, 33, 18, 0)",4
"(33, 33, 22, 0)",6
"(33, 33, 24, 0)",1
"(33, 33, 28, 0)",2
"(33, 33, 29, 0)",4
"(33, 33, 31, 0)",3
"(33, 33, 32, 0)",3
"(33, 33, 33, 0)",8
"(33, 33, 37, 0)",6
"(33, 33, 38, 0)",8
"(33, 33, 46, 0)",1
"(33, 33, 47, 0)",2
"(33, 33, 51, 0)",3
"(33, 37, 29, 0)",1
"(33, 37, 31, 0)",8
"(33, 37, 32, 0)",6
"(33, 37, 37, 0)",10
"(33, 41, 5, 0)",4
"(33, 41, 8, 0)",3
"(33, 42, 22, 0)",3
"(33, 42, 42, 0)",1
"(33, 43, 29, 0)",2
"(33, 47, 2, 0)",2
"(33, 47, 5, 0)",2
"(33, 47, 12, 0)",1
"(33, 47, 14, 0)",1
"(33, 47, 16, 0)",2
"(33, 47, 22, 0)",4
"(33, 47, 29, 0)",4
"(33, 47, 41, 0)",2
"(33, 47, 47, 0)",4
"(33, 51, 5, 0)",2
"(33, 51, 12, 0)",4
"(33, 51, 14, 0)",2
"(33, 51, 16, 0)",1
"(33, 51, 29, 0)",8
"(33, 51, 32, 0)",3
"(35, 2, 2, 0)",2
"(35, 2, 5, 0)",7
"(35, 5, 2, 0)",2
"(35, 5, 5, 0)",7
"(35, 8, 2, 0)",4
"(35, 8, 5, 0)",3
"(35, 8, 16, 0)",1
"(35, 8, 19, 0)",1
"(35, 8, 28, 0)",2
"(35, 8, 35, 0)",1
"(35, 16, 5, 0)",4
"(35, 19, 19, 0)",1
"(35, 19, 22, 0)",1
"(35, 19, 48, 0)",1
"(35, 22, 5, 0)",12
"(35, 22, 22, 0)",11
"(35, 22, 41, 0)",3
"(35, 28, 5, 0)",4
"(35, 28, 22, 0)",1
"(35, 35, 5, 0)",1
"(35, 35, 8, 0)",1
"(35, 35, 22, 0)",5
"(35, 35, 35, 0)",4
"(35, 35, 41, 0)",1
"(35, 40, 5, 0)",3
"(35, 40, 10, 0)",1
"(35, 40, 19, 0)",14
"(35, 40, 40, 0)",11
"(35, 41, 5, 0)",2
"(35, 42, 40, 0)",1
"(35, 43, 5, 0)",1
"(35, 46, 5, 0)",1
"(35, 46, 16, 0)",1
"(36, 2, 2, 0)",3
"(36, 2, 5, 0)",3
"(36, 2, 19, 0)",5
"(36, 2, 45, 0)",3
"(36, 3, 45, 0)",2
"(36, 4, 5, 0)",6
"(36, 4, 38, 0)",1
"(36, 4, 44, 0)",3
"(36, 5, 5, 0)",2
"(36, 5, 38, 0)",12
"(36, 5, 45, 0)",10
"(36, 16, 5, 0)",2
"(36, 19, 5, 0)",1
"(36, 19, 16, 0)",2
"(36, 19, 23, 0)",4
"(36, 19, 36, 0)",12
"(36, 19, 48, 0)",2
"(36, 23, 19, 0)",18
"(36, 23, 23, 0)",11
"(36, 23, 45, 0)",11
"(36, 36, 19, 0)",25
"(36, 36, 36, 0)",18
"(36, 36, 45, 0)",11
