message,n_concepts
"(3, 16, 6, 6, 0)",1
"(3, 16, 6, 11, 0)",2
"(3, 16, 6, 21, 0)",1
"(3, 16, 7, 9, 0)",1
"(3, 16, 7, 13, 0)",1
"(3, 16, 7, 16, 0)",1
"(3, 16, 7, 18, 0)",3
"(3, 16, 7, 19, 0)",1
"(3, 16, 7, 27, 0)",1
"(3, 16, 9, 9, 0)",1
"(3, 16, 11, 1, 0)",2
"(3, 16, 11, 5, 0)",2
"(3, 16, 11, 6, 0)",2
"(3, 16, 11, 11, 0)",3
"(3, 16, 11, 13, 0)",1
"(3, 16, 13, 11, 0)",3
"(3, 16, 16, 3, 0)",1
"(3, 16, 16, 7, 0)",3
"(3, 16, 16, 11, 0)",1
"(3, 16, 16, 16, 0)",3
"(3, 16, 16, 18, 0)",3
"(3, 16, 16, 19, 0)",2
"(3, 16, 17, 1, 0)",4
"(3, 16, 17, 5, 0)",1
"(3, 16, 17, 9, 0)",1
"(3, 16, 17, 16, 0)",2
"(3, 16, 18, 9, 0)",1
"(3, 16, 18, 18, 0)",3
"(3, 16, 18, 27, 0)",1
"(3, 16, 19, 3, 0)",1
"(3, 16, 19, 7, 0)",1
"(3, 16, 19, 16, 0)",1
"(3, 16, 19, 18, 0)",4
"(3, 16, 21, 3, 0)",1
"(3, 16, 21, 6, 0)",2
"(3, 16, 22, 1, 0)",6
"(3, 16, 22, 5, 0)",3
"(3, 16, 22, 6, 0)",1
"(3, 16, 25, 3, 0)",2
"(3, 16, 25, 7, 0)",1
"(3, 16, 25, 9, 0)",3
"(3, 16, 25, 16, 0)",2
"(3, 16, 25, 18, 0)",2
"(3, 16, 27, 16, 0)",1
"(3, 16, 27, 18, 0)",1
"(3, 17, 1, 1, 0)",1
"(3, 17, 1, 6, 0)",1
"(3, 17, 1, 7, 0)",1
"(3, 17, 7, 18, 0)",1
"(3, 17, 9, 1, 0)",3
"(3, 17, 10, 1, 0)",1
"(3, 17, 10, 11, 0)",1
"(3, 17, 11, 12, 0)",1
"(3, 17, 12, 5, 0)",1
"(3, 17, 12, 11, 0)",1
"(3, 17, 18, 1, 0)",1
"(3, 17, 18, 7, 0)",2
"(3, 17, 18, 11, 0)",1
"(3, 17, 18, 18, 0)",1
"(3, 17, 22, 26, 0)",1
"(3, 18, 3, 4, 0)",2
"(3, 18, 3, 16, 0)",2
"(3, 18, 3, 18, 0)",1
"(3, 18, 4, 5, 0)",1
"(3, 18, 5, 5, 0)",1
"(3, 18, 5, 11, 0)",1
"(3, 18, 5, 22, 0)",1
"(3, 18, 6, 11, 0)",2
"(3, 18, 7, 16, 0)",1
"(3, 18, 11, 5, 0)",1
"(3, 18, 11, 6, 0)",1
"(3, 18, 11, 11, 0)",2
"(3, 18, 11, 13, 0)",2
"(3, 18, 11, 18, 0)",1
"(3, 18, 16, 16, 0)",1
"(3, 18, 16, 17, 0)",1
"(3, 18, 16, 18, 0)",1
"(3, 18, 16, 25, 0)",1
"(3, 18, 17, 22, 0)",1
"(3, 18, 18, 9, 0)",1
"(3, 18, 18, 18, 0)",3
"(3, 18, 18, 27, 0)",2
"(3, 18, 21, 6, 0)",1
"(3, 18, 22, 1, 0)",1
"(3, 18, 22, 5, 0)",2
"(3, 18, 22, 22, 0)",1
"(3, 18, 25, 16, 0)",1
"(3, 18, 25, 18, 0)",1
"(3, 18, 27, 18, 0)",2
"(3, 19, 3, 4, 0)",5
"(3, 19, 3, 7, 0)",1
"(3, 19, 3, 13, 0)",10
"(3, 19, 3, 18, 0)",1
"(3, 19, 3, 19, 0)",3
"(3, 19, 3, 21, 0)",5
"(3, 19, 3, 27, 0)",7
"(3, 19, 4, 4, 0)",5
"(3, 19, 4, 11, 0)",3
"(3, 19, 4, 13, 0)",9
"(3, 19, 4, 21, 0)",2
"(3, 19, 5, 4, 0)",4
"(3, 19, 6, 11, 0)",1
"(3, 19, 7, 7, 0)",3
"(3, 19, 7, 18, 0)",3
"(3, 19, 16, 19, 0)",3
"(3, 19, 18, 18, 0)",2
"(3, 19, 19, 6, 0)",1
"(3, 19, 19, 7, 0)",4
"(3, 19, 19, 16, 0)",4
"(3, 19, 19, 18, 0)",7
"(3, 19, 19, 19, 0)",4
"(3, 19, 19, 27, 0)",1
"(3, 19, 21, 21, 0)",1
"(3, 20, 7, 11, 0)",2
"(3, 20, 10, 1, 0)",2
"(3, 20, 10, 3, 0)",2
"(3, 20, 10, 11, 0)",2
"(3, 20, 10, 13, 0)",2
"(3, 20, 10, 21, 0)",2
"(3, 20, 12, 1, 0)",2
"(3, 20, 12, 3, 0)",1
"(3, 20, 12, 6, 0)",1
"(3, 20, 12, 11, 0)",3
"(3, 20, 12, 13, 0)",2
"(3, 20, 12, 17, 0)",1
"(3, 20, 18, 13, 0)",1
"(3, 21, 7, 21, 0)",1
"(3, 22, 1, 6, 0)",1
"(3, 22, 1, 12, 0)",1
"(3, 22, 1, 20, 0)",1
"(3, 22, 3, 20, 0)",1
"(3, 22, 5, 26, 0)",1
"(3, 22, 7, 1, 0)",1
"(3, 22, 9, 1, 0)",3
"(3, 22, 9, 9, 0)",2
"(3, 22, 12, 1, 0)",1
"(3, 22, 12, 5, 0)",1
"(3, 22, 12, 17, 0)",2
"(3, 22, 12, 22, 0)",2
"(3, 22, 17, 26, 0)",1
"(3, 22, 18, 1, 0)",4
"(3, 22, 18, 9, 0)",2
"(3, 22, 22, 5, 0)",1
"(3, 22, 22, 22, 0)",1
"(3, 22, 22, 26, 0)",1
"(3, 22, 23, 1, 0)",1
"(3, 25, 1, 1, 0)",2
"(3, 25, 1, 6, 0)",1
"(3, 25, 3, 22, 0)",1
"(3, 25, 3, 25, 0)",1
"(3, 25, 9, 9, 0)",2
"(3, 26, 3, 4, 0)",2
"(3, 26, 3, 13, 0)",4
"(3, 26, 3, 22, 0)",1
"(3, 26, 3, 26, 0)",1
"(3, 26, 4, 3, 0)",6
"(3, 26, 4, 4, 0)",4
"(3, 26, 4, 5, 0)",2
"(3, 26, 4, 6, 0)",4
"(3, 26, 4, 11, 0)",3
"(3, 26, 4, 12, 0)",4
"(3, 26, 4, 13, 0)",7
"(3, 26, 4, 21, 0)",8
"(3, 26, 5, 5, 0)",2
"(3, 26, 6, 11, 0)",2
"(3, 26, 11, 13, 0)",1
"(3, 26, 13, 6, 0)",2
"(3, 26, 13, 11, 0)",3
"(3, 26, 17, 1, 0)",2
"(3, 26, 17, 5, 0)",1
"(3, 26, 21, 6, 0)",2
"(3, 26, 21, 11, 0)",1
"(3, 26, 22, 1, 0)",2
"(3, 26, 22, 22, 0)",1
"(3, 26, 26, 3, 0)",1
"(3, 26, 26, 13, 0)",1
"(3, 27, 3, 4, 0)",5
"(3, 27, 3, 5, 0)",1
"(3, 27, 3, 16, 0)",2
"(3, 27, 3, 18, 0)",2
"(3, 27, 3, 19, 0)",4
"(3, 27, 3, 27, 0)",2
"(3, 27, 4, 4, 0)",6
"(3, 27, 4, 5, 0)",2
"(3, 27, 5, 4, 0)",2
"(3, 27, 5, 5, 0)",1
"(3, 27, 6, 6, 0)",5
"(3, 27, 6, 11, 0)",5
"(3, 27, 7, 7, 0)",3
"(3, 27, 7, 16, 0)",1
"(3, 27, 7, 18, 0)",5
"(3, 27, 11, 11, 0)",1
"(3, 27, 11, 18, 0)",1
"(3, 27, 16, 3, 0)",1
"(3, 27, 16, 16, 0)",1
"(3, 27, 16, 19, 0)",1
"(3, 27, 18, 11, 0)",1
"(3, 27, 18, 18, 0)",2
"(3, 27, 19, 3, 0)",3
"(3, 27, 19, 7, 0)",1
"(3, 27, 19, 16, 0)",1
"(3, 27, 19, 19, 0)",3
"(3, 27, 21, 4, 0)",1
"(3, 27, 21, 6, 0)",2
"(4, 1, 2, 13, 0)",1
"(4, 1, 12, 13, 0)",1
"(4, 1, 13, 2, 0)",2
"(4, 1, 13, 4, 0)",1
"(4, 1, 13, 8, 0)",3
"(4, 1, 13, 12, 0)",1
"(4, 1, 13, 24, 0)",2
"(4, 1, 13, 26, 0)",1
"(4, 1, 21, 6, 0)",3
"(4, 1, 21, 10, 0)",1
"(4, 1, 21, 11, 0)",1
"(4, 1, 21, 21, 0)",1
"(4, 1, 27, 8, 0)",1
"(4, 2, 4, 4, 0)",1
"(4, 2, 4, 10, 0)",3
"(4, 2, 4, 11, 0)",2
"(4, 2, 4, 12, 0)",5
"(4, 2, 4, 13, 0)",3
"(4, 2, 4, 26, 0)",2
"(4, 2, 6, 10, 0)",1
"(4, 2, 6, 12, 0)",1
"(4, 2, 10, 2, 0)",1
"(4, 2, 10, 23, 0)",1
"(4, 2, 11, 2, 0)",3
"(4, 2, 11, 6, 0)",3
"(4, 2, 11, 10, 0)",2
"(4, 2, 11, 11, 0)",2
"(4, 2, 11, 12, 0)",1
"(4, 2, 11, 24, 0)",2
"(4, 2, 12, 2, 0)",1
"(4, 2, 12, 11, 0)",4
"(4, 2, 12, 13, 0)",2
"(4, 2, 12, 21, 0)",1
"(4, 2, 13, 11, 0)",3
"(4, 2, 13, 24, 0)",1
"(4, 2, 18, 2, 0)",2
"(4, 2, 18, 6, 0)",2
"(4, 2, 18, 7, 0)",1
"(4, 2, 18, 11, 0)",4
"(4, 2, 18, 13, 0)",1
"(4, 2, 18, 18, 0)",4
"(4, 2, 18, 23, 0)",4
"(4, 2, 18, 27, 0)",2
"(4, 2, 23, 6, 0)",1
"(4, 2, 23, 9, 0)",1
"(4, 2, 23, 11, 0)",6
"(4, 2, 23, 13, 0)",1
"(4, 2, 23, 18, 0)",3
"(4, 2, 24, 11, 0)",4
"(4, 2, 27, 27, 0)",1
"(4, 3, 4, 3, 0)",4
"(4, 3, 4, 4, 0)",2
"(4, 3, 4, 5, 0)",2
"(4, 3, 4, 6, 0)",2
"(4, 3, 4, 10, 0)",8
"(4, 3, 4, 13, 0)",4
"(4, 3, 4, 18, 0)",1
"(4, 3, 4, 21, 0)",7
"(4, 3, 4, 26, 0)",2
"(4, 3, 6, 6, 0)",1
"(4, 3, 6, 10, 0)",2
"(4, 3, 7, 7, 0)",1
"(4, 3, 7, 11, 0)",1
"(4, 3, 7, 18, 0)",3
"(4, 3, 10, 13, 0)",1
"(4, 3, 11, 6, 0)",1
"(4, 3, 13, 4, 0)",3
"(4, 3, 13, 5, 0)",1
"(4, 3, 13, 6, 0)",6
"(4, 3, 13, 7, 0)",3
"(4, 3, 13, 10, 0)",8
"(4, 3, 13, 12, 0)",1
"(4, 3, 13, 13, 0)",2
"(4, 3, 13, 21, 0)",6
"(4, 3, 13, 26, 0)",4
"(4, 3, 18, 7, 0)",1
"(4, 3, 18, 11, 0)",1
"(4, 3, 18, 18, 0)",5
"(4, 3, 19, 16, 0)",1
"(4, 3, 21, 6, 0)",1
"(4, 3, 21, 10, 0)",1
"(4, 3, 21, 21, 0)",3
"(4, 3, 27, 6, 0)",1
"(4, 3, 27, 7, 0)",4
"(4, 3, 27, 11, 0)",3
"(4, 3, 27, 18, 0)",1
"(4, 3, 27, 27, 0)",5
"(4, 4, 2, 12, 0)",2
"(4, 4, 2, 13, 0)",2
"(4, 4, 3, 10, 0)",1
"(4, 4, 3, 13, 0)",2
"(4, 4, 4, 4, 0)",2
"(4, 4, 4, 11, 0)",1
"(4, 4, 4, 12, 0)",5
"(4, 4, 4, 13, 0)",6
"(4, 4, 4, 24, 0)",2
"(4, 4, 4, 26, 0)",2
"(4, 4, 11, 11, 0)",1
"(4, 4, 13, 2, 0)",2
"(4, 4, 13, 4, 0)",2
"(4, 4, 13, 5, 0)",1
"(4, 4, 13, 8, 0)",2
"(4, 4, 13, 11, 0)",2
"(4, 4, 13, 13, 0)",2
"(4, 4, 13, 24, 0)",2
"(4, 4, 13, 26, 0)",3
"(4, 4, 18, 13, 0)",1
"(4, 4, 21, 6, 0)",1
"(4, 4, 21, 21, 0)",2
"(4, 4, 23, 11, 0)",1
"(4, 4, 23, 13, 0)",1
"(4, 4, 24, 13, 0)",1
"(4, 4, 27, 7, 0)",1
"(4, 4, 27, 23, 0)",2
"(4, 5, 2, 4, 0)",1
"(4, 5, 2, 26, 0)",1
"(4, 5, 3, 13, 0)",1
"(4, 5, 4, 2, 0)",1
"(4, 5, 4, 4, 0)",2
"(4, 5, 4, 11, 0)",1
"(4, 5, 4, 12, 0)",2
"(4, 5, 4, 13, 0)",3
"(4, 5, 4, 21, 0)",1
"(4, 5, 4, 26, 0)",1
"(4, 5, 6, 6, 0)",1
"(4, 5, 6, 10, 0)",4
"(4, 5, 7, 11, 0)",1
"(4, 5, 7, 18, 0)",3
"(4, 5, 10, 11, 0)",1
"(4, 5, 11, 2, 0)",3
"(4, 5, 11, 11, 0)",6
"(4, 5, 11, 12, 0)",1
"(4, 5, 11, 24, 0)",1
"(4, 5, 12, 11, 0)",4
"(4, 5, 13, 12, 0)",1
"(4, 5, 13, 26, 0)",1
"(4, 5, 18, 11, 0)",4
"(4, 5, 18, 18, 0)",4
"(4, 5, 18, 23, 0)",1
"(4, 5, 21, 6, 0)",1
"(4, 5, 21, 10, 0)",2
"(4, 5, 23, 11, 0)",4
"(4, 5, 23, 18, 0)",4
"(4, 5, 24, 11, 0)",4
"(4, 7, 7, 18, 0)",1
"(4, 7, 7, 27, 0)",1
"(4, 7, 11, 21, 0)",1
"(4, 7, 13, 6, 0)",1
"(4, 7, 18, 18, 0)",1
"(4, 8, 4, 4, 0)",1
"(4, 8, 4, 5, 0)",1
"(4, 8, 4, 10, 0)",3
"(4, 8, 4, 11, 0)",1
"(4, 8, 4, 12, 0)",3
"(4, 8, 4, 13, 0)",4
"(4, 8, 4, 26, 0)",2
"(4, 8, 10, 11, 0)",1
"(4, 8, 11, 11, 0)",2
"(4, 8, 11, 12, 0)",1
"(4, 8, 12, 11, 0)",4
"(4, 8, 13, 4, 0)",1
"(4, 8, 13, 5, 0)",1
"(4, 8, 13, 12, 0)",1
"(4, 8, 13, 13, 0)",1
"(4, 8, 13, 26, 0)",2
"(4, 8, 18, 11, 0)",5
"(4, 8, 18, 18, 0)",4
"(4, 8, 19, 11, 0)",2
"(4, 8, 19, 13, 0)",3
"(4, 8, 27, 19, 0)",1
"(4, 8, 27, 27, 0)",3
"(4, 9, 6, 6, 0)",1
"(4, 9, 7, 18, 0)",2
"(4, 9, 7, 27, 0)",3
"(4, 9, 11, 13, 0)",2
"(4, 9, 13, 2, 0)",1
"(4, 9, 13, 11, 0)",3
"(4, 9, 18, 18, 0)",1
"(4, 9, 18, 27, 0)",2
"(4, 9, 21, 6, 0)",4
"(4, 9, 27, 18, 0)",1
"(4, 10, 21, 6, 0)",4
"(4, 11, 2, 10, 0)",1
"(4, 11, 6, 10, 0)",1
"(4, 11, 7, 13, 0)",1
"(4, 11, 8, 13, 0)",1
"(4, 11, 12, 13, 0)",1
"(4, 11, 13, 2, 0)",2
"(4, 11, 13, 8, 0)",1
"(4, 11, 13, 12, 0)",1
"(4, 11, 13, 24, 0)",2
"(4, 11, 21, 6, 0)",4
"(4, 11, 21, 10, 0)",4
"(4, 11, 21, 11, 0)",1
"(4, 11, 24, 11, 0)",1
"(4, 11, 24, 13, 0)",2
"(4, 12, 1, 2, 0)",1
"(4, 12, 1, 24, 0)",1
"(4, 12, 2, 4, 0)",3
"(4, 12, 3, 4, 0)",5
"(4, 12, 4, 2, 0)",1
"(4, 12, 4, 3, 0)",7
"(4, 12, 4, 4, 0)",3
"(4, 12, 4, 12, 0)",1
"(4, 12, 4, 21, 0)",2
"(4, 12, 4, 26, 0)",1
"(4, 12, 6, 6, 0)",1
"(4, 12, 6, 10, 0)",1
"(4, 12, 6, 21, 0)",1
"(4, 12, 8, 4, 0)",3
"(4, 12, 8, 11, 0)",2
"(4, 12, 8, 13, 0)",2
"(4, 12, 11, 2, 0)",2
"(4, 12, 11, 8, 0)",4
"(4, 12, 11, 11, 0)",2
"(4, 12, 11, 13, 0)",1
"(4, 12, 11, 24, 0)",1
"(4, 12, 13, 2, 0)",1
"(4, 12, 13, 8, 0)",3
"(4, 12, 13, 11, 0)",4
"(4, 12, 13, 24, 0)",1
"(4, 12, 21, 4, 0)",3
"(4, 12, 21, 6, 0)",7
"(4, 12, 21, 11, 0)",1
"(4, 12, 21, 21, 0)",1
"(4, 12, 21, 26, 0)",2
"(4, 13, 2, 10, 0)",2
"(4, 13, 6, 10, 0)",1
"(4, 13, 8, 10, 0)",2
"(4, 13, 8, 11, 0)",1
"(4, 13, 8, 26, 0)",1
"(4, 13, 11, 8, 0)",3
"(4, 13, 11, 10, 0)",1
"(4, 13, 11, 12, 0)",1
"(4, 13, 13, 12, 0)",1
"(4, 13, 18, 8, 0)",1
"(4, 16, 3, 4, 0)",2
"(4, 16, 3, 13, 0)",3
"(4, 16, 3, 19, 0)",1
"(4, 16, 3, 21, 0)",1
"(4, 16, 4, 6, 0)",1
"(4, 16, 4, 13, 0)",1
"(4, 16, 4, 21, 0)",3
"(4, 16, 6, 6, 0)",8
"(4, 16, 6, 11, 0)",5
"(4, 16, 7, 18, 0)",7
"(4, 16, 7, 27, 0)",3
"(4, 16, 11, 2, 0)",3
"(4, 16, 11, 6, 0)",1
"(4, 16, 11, 11, 0)",6
"(4, 16, 13, 2, 0)",3
"(4, 16, 13, 4, 0)",1
"(4, 16, 13, 5, 0)",3
"(4, 16, 13, 6, 0)",1
"(4, 16, 13, 8, 0)",5
"(4, 16, 13, 11, 0)",4
"(4, 16, 13, 13, 0)",6
"(4, 16, 18, 18, 0)",4
"(4, 16, 18, 23, 0)",3
"(4, 16, 18, 27, 0)",1
"(4, 16, 19, 7, 0)",1
"(4, 16, 21, 4, 0)",1
"(4, 16, 21, 6, 0)",10
"(4, 16, 21, 21, 0)",11
"(4, 16, 23, 18, 0)",2
"(4, 16, 23, 27, 0)",1
"(4, 16, 27, 7, 0)",7
"(4, 16, 27, 18, 0)",1
"(4, 16, 27, 23, 0)",3
"(4, 16, 27, 27, 0)",2
"(4, 18, 3, 4, 0)",1
"(4, 18, 4, 2, 0)",1
"(4, 18, 4, 3, 0)",1
"(4, 18, 4, 11, 0)",1
"(4, 18, 6, 6, 0)",6
"(4, 18, 6, 11, 0)",1
"(4, 18, 6, 21, 0)",2
"(4, 18, 7, 7, 0)",4
"(4, 18, 7, 18, 0)",3
"(4, 18, 7, 27, 0)",6
"(4, 18, 8, 4, 0)",6
"(4, 18, 8, 11, 0)",1
"(4, 18, 8, 13, 0)",7
"(4, 18, 8, 19, 0)",1
"(4, 18, 8, 27, 0)",2
"(4, 18, 11, 8, 0)",2
"(4, 18, 11, 11, 0)",3
"(4, 18, 11, 13, 0)",3
"(4, 18, 13, 2, 0)",4
"(4, 18, 13, 5, 0)",1
"(4, 18, 13, 8, 0)",2
"(4, 18, 13, 11, 0)",6
"(4, 18, 13, 23, 0)",1
"(4, 18, 18, 27, 0)",4
"(4, 18, 19, 16, 0)",1
"(4, 18, 21, 3, 0)",1
"(4, 18, 21, 6, 0)",11
"(4, 18, 23, 18, 0)",1
"(4, 18, 23, 27, 0)",5
"(4, 18, 27, 18, 0)",7
"(4, 18, 27, 23, 0)",1
"(4, 19, 8, 27, 0)",1
"(4, 19, 23, 27, 0)",1
"(4, 19, 27, 7, 0)",1
"(4, 19, 27, 23, 0)",2
"(4, 20, 10, 13, 0)",2
"(4, 20, 12, 11, 0)",1
"(4, 20, 12, 13, 0)",2
"(4, 20, 24, 11, 0)",1
"(4, 21, 4, 26, 0)",1
"(4, 21, 13, 10, 0)",1
"(4, 21, 21, 10, 0)",1
"(4, 23, 4, 4, 0)",1
"(4, 23, 11, 13, 0)",4
"(4, 23, 13, 11, 0)",3
"(4, 23, 13, 13, 0)",1
"(4, 23, 18, 27, 0)",2
"(4, 23, 27, 18, 0)",3
"(4, 23, 27, 27, 0)",1
"(4, 24, 13, 2, 0)",2
"(4, 24, 13, 6, 0)",1
"(4, 24, 13, 11, 0)",2
"(4, 26, 2, 4, 0)",4
"(4, 26, 2, 13, 0)",6
"(4, 26, 2, 26, 0)",1
"(4, 26, 3, 4, 0)",6
"(4, 26, 3, 13, 0)",12
"(4, 26, 3, 21, 0)",1
"(4, 26, 4, 1, 0)",2
"(4, 26, 4, 2, 0)",2
"(4, 26, 4, 4, 0)",3
"(4, 26, 4, 6, 0)",1
"(4, 26, 4, 11, 0)",1
"(4, 26, 4, 12, 0)",1
"(4, 26, 4, 13, 0)",12
"(4, 26, 4, 21, 0)",9
"(4, 26, 4, 23, 0)",6
"(4, 26, 4, 26, 0)",3
"(4, 26, 6, 6, 0)",3
"(4, 26, 6, 11, 0)",6
"(4, 26, 8, 4, 0)",4
"(4, 26, 8, 13, 0)",5
"(4, 26, 11, 11, 0)",4
"(4, 26, 13, 2, 0)",1
"(4, 26, 13, 5, 0)",1
"(4, 26, 13, 6, 0)",1
"(4, 26, 13, 11, 0)",1
"(4, 26, 21, 4, 0)",1
"(4, 26, 21, 6, 0)",2
"(4, 26, 21, 21, 0)",3
"(4, 26, 26, 4, 0)",2
"(4, 27, 2, 27, 0)",1
"(4, 27, 7, 7, 0)",1
"(4, 27, 8, 4, 0)",4
"(4, 27, 8, 13, 0)",1
"(4, 27, 8, 18, 0)",3
"(4, 27, 8, 19, 0)",4
"(4, 27, 8, 27, 0)",3
"(4, 27, 18, 18, 0)",1
"(4, 27, 18, 27, 0)",1
"(4, 27, 19, 8, 0)",2
"(4, 27, 23, 27, 0)",1
"(5, 1, 5, 14, 0)",1
"(5, 1, 5, 22, 0)",1
"(5, 1, 6, 1, 0)",2
"(5, 1, 6, 11, 0)",1
"(5, 1, 6, 20, 0)",2
"(5, 1, 7, 1, 0)",4
"(5, 1, 8, 10, 0)",1
"(5, 1, 8, 12, 0)",1
"(5, 1, 8, 20, 0)",1
"(5, 1, 10, 1, 0)",1
"(5, 1, 11, 1, 0)",1
"(5, 1, 11, 2, 0)",1
"(5, 1, 11, 22, 0)",1
"(5, 1, 11, 24, 0)",1
"(5, 1, 12, 8, 0)",1
"(5, 1, 17, 20, 0)",1
"(5, 1, 17, 26, 0)",1
"(5, 1, 22, 26, 0)",1
"(5, 1, 24, 1, 0)",1
"(5, 1, 24, 20, 0)",1
"(5, 2, 4, 10, 0)",2
"(5, 2, 4, 11, 0)",1
"(5, 2, 4, 12, 0)",2
"(5, 2, 4, 26, 0)",1
"(5, 2, 10, 2, 0)",1
"(5, 2, 10, 11, 0)",1
"(5, 2, 10, 23, 0)",1
"(5, 2, 11, 2, 0)",1
"(5, 2, 11, 21, 0)",1
"(5, 2, 12, 5, 0)",2
"(5, 2, 12, 13, 0)",3
"(5, 2, 12, 21, 0)",2
"(5, 2, 12, 23, 0)",1
"(5, 2, 13, 2, 0)",1
"(5, 2, 13, 6, 0)",1
"(5, 2, 13, 10, 0)",1
"(5, 2, 13, 11, 0)",1
"(5, 2, 13, 18, 0)",1
"(5, 2, 13, 23, 0)",3
"(5, 2, 13, 24, 0)",1
"(5, 2, 18, 2, 0)",3
"(5, 2, 18, 11, 0)",2
"(5, 2, 18, 13, 0)",1
"(5, 2, 18, 18, 0)",2
"(5, 2, 18, 21, 0)",1
"(5, 2, 18, 23, 0)",3
"(5, 2, 22, 1, 0)",1
"(5, 2, 23, 2, 0)",1
"(5, 2, 23, 11, 0)",4
"(5, 2, 23, 18, 0)",2
"(5, 2, 24, 11, 0)",1
"(5, 2, 24, 13, 0)",1
"(5, 2, 27, 6, 0)",1
"(5, 2, 27, 11, 0)",2
"(5, 2, 27, 18, 0)",1
"(5, 2, 27, 23, 0)",2
"(5, 3, 4, 5, 0)",2
"(5, 3, 4, 10, 0)",1
"(5, 3, 5, 26, 0)",1
"(5, 3, 21, 26, 0)",1
"(5, 3, 22, 5, 0)",1
"(5, 3, 27, 7, 0)",2
"(5, 3, 27, 11, 0)",1
"(5, 3, 27, 18, 0)",2
"(5, 4, 3, 10, 0)",1
"(5, 4, 3, 12, 0)",3
"(5, 4, 3, 13, 0)",2
"(5, 4, 3, 21, 0)",1
"(5, 4, 3, 26, 0)",1
"(5, 4, 4, 10, 0)",1
"(5, 4, 6, 6, 0)",1
"(5, 4, 7, 11, 0)",4
"(5, 4, 7, 18, 0)",1
"(5, 4, 18, 18, 0)",1
"(5, 4, 21, 10, 0)",1
"(5, 5, 1, 6, 0)",1
"(5, 5, 1, 7, 0)",1
"(5, 5, 2, 4, 0)",1
"(5, 5, 2, 5, 0)",2
"(5, 5, 2, 10, 0)",1
"(5, 5, 2, 11, 0)",2
"(5, 5, 2, 12, 0)",3
"(5, 5, 2, 13, 0)",1
"(5, 5, 2, 26, 0)",1
"(5, 5, 3, 4, 0)",2
"(5, 5, 3, 5, 0)",2
"(5, 5, 3, 10, 0)",3
"(5, 5, 3, 11, 0)",2
"(5, 5, 3, 12, 0)",3
"(5, 5, 3, 13, 0)",5
"(5, 5, 3, 26, 0)",3
"(5, 5, 3, 27, 0)",1
"(5, 5, 4, 10, 0)",2
"(5, 5, 4, 11, 0)",1
"(5, 5, 4, 12, 0)",1
"(5, 5, 4, 13, 0)",1
"(5, 5, 4, 21, 0)",2
"(5, 5, 4, 24, 0)",1
"(5, 5, 4, 26, 0)",1
"(5, 5, 5, 3, 0)",1
"(5, 5, 5, 5, 0)",1
"(5, 5, 5, 11, 0)",2
"(5, 5, 5, 12, 0)",2
"(5, 5, 5, 17, 0)",1
"(5, 5, 6, 5, 0)",1
"(5, 5, 6, 6, 0)",1
"(5, 5, 6, 10, 0)",1
"(5, 5, 6, 11, 0)",1
"(5, 5, 6, 26, 0)",3
"(5, 5, 7, 1, 0)",4
"(5, 5, 7, 9, 0)",1
"(5, 5, 7, 11, 0)",3
"(5, 5, 7, 13, 0)",5
"(5, 5, 7, 18, 0)",4
"(5, 5, 7, 21, 0)",1
"(5, 5, 7, 27, 0)",3
"(5, 5, 9, 1, 0)",2
"(5, 5, 10, 11, 0)",4
"(5, 5, 10, 22, 0)",1
"(5, 5, 11, 2, 0)",2
"(5, 5, 11, 6, 0)",1
"(5, 5, 11, 11, 0)",1
"(5, 5, 11, 12, 0)",2
"(5, 5, 12, 5, 0)",1
"(5, 5, 12, 6, 0)",1
"(5, 5, 12, 11, 0)",2
"(5, 5, 12, 12, 0)",2
"(5, 5, 12, 22, 0)",1
"(5, 5, 13, 2, 0)",2
"(5, 5, 13, 5, 0)",1
"(5, 5, 13, 11, 0)",2
"(5, 5, 13, 12, 0)",1
"(5, 5, 13, 18, 0)",3
"(5, 5, 13, 24, 0)",2
"(5, 5, 13, 26, 0)",1
"(5, 5, 14, 1, 0)",2
"(5, 5, 14, 5, 0)",1
"(5, 5, 14, 20, 0)",2
"(5, 5, 17, 1, 0)",4
"(5, 5, 17, 5, 0)",1
"(5, 5, 17, 20, 0)",3
"(5, 5, 17, 22, 0)",1
"(5, 5, 17, 26, 0)",1
"(5, 5, 18, 1, 0)",1
"(5, 5, 18, 2, 0)",2
"(5, 5, 18, 11, 0)",4
"(5, 5, 18, 13, 0)",3
"(5, 5, 18, 18, 0)",1
"(5, 5, 18, 23, 0)",1
"(5, 5, 21, 5, 0)",2
"(5, 5, 21, 6, 0)",2
"(5, 5, 21, 10, 0)",1
"(5, 5, 21, 26, 0)",2
"(5, 5, 22, 5, 0)",1
"(5, 5, 22, 26, 0)",1
"(5, 5, 23, 1, 0)",1
"(5, 5, 23, 11, 0)",4
"(5, 5, 23, 13, 0)",2
"(5, 5, 23, 18, 0)",2
"(5, 5, 23, 27, 0)",2
"(5, 5, 24, 5, 0)",4
"(5, 5, 24, 11, 0)",4
"(5, 5, 24, 12, 0)",4
"(5, 5, 27, 6, 0)",1
"(5, 5, 27, 7, 0)",4
"(5, 5, 27, 11, 0)",1
"(5, 5, 27, 18, 0)",1
"(5, 8, 1, 1, 0)",2
"(5, 8, 1, 8, 0)",1
"(5, 8, 1, 12, 0)",2
