message,n_concepts
"(23, 4, 8, 0)",1
"(23, 4, 14, 0)",2
"(23, 4, 17, 0)",2
"(23, 4, 19, 0)",1
"(23, 4, 20, 0)",1
"(23, 4, 21, 0)",1
"(23, 4, 27, 0)",2
"(23, 5, 2, 0)",1
"(23, 5, 17, 0)",1
"(23, 5, 27, 0)",2
"(23, 6, 4, 0)",1
"(23, 6, 6, 0)",1
"(23, 6, 7, 0)",1
"(23, 6, 22, 0)",1
"(23, 7, 2, 0)",1
"(23, 7, 22, 0)",1
"(23, 8, 8, 0)",2
"(23, 8, 17, 0)",1
"(23, 9, 9, 0)",1
"(23, 10, 2, 0)",2
"(23, 10, 10, 0)",2
"(23, 10, 14, 0)",3
"(23, 10, 17, 0)",2
"(23, 10, 26, 0)",1
"(23, 12, 3, 0)",1
"(23, 12, 22, 0)",3
"(23, 13, 8, 0)",1
"(23, 13, 9, 0)",1
"(23, 13, 13, 0)",2
"(23, 13, 17, 0)",2
"(23, 13, 26, 0)",4
"(23, 14, 14, 0)",3
"(23, 17, 17, 0)",1
"(23, 20, 2, 0)",1
"(23, 20, 20, 0)",1
"(23, 20, 22, 0)",3
"(23, 20, 23, 0)",3
"(23, 21, 10, 0)",1
"(23, 21, 21, 0)",2
"(23, 21, 26, 0)",4
"(23, 22, 14, 0)",3
"(23, 22, 22, 0)",4
"(23, 23, 2, 0)",2
"(23, 23, 3, 0)",1
"(23, 23, 7, 0)",3
"(23, 23, 9, 0)",3
"(23, 23, 10, 0)",3
"(23, 23, 12, 0)",1
"(23, 23, 14, 0)",6
"(23, 23, 17, 0)",6
"(23, 23, 18, 0)",2
"(23, 23, 20, 0)",4
"(23, 23, 21, 0)",1
"(23, 23, 22, 0)",2
"(23, 23, 23, 0)",2
"(23, 23, 26, 0)",7
"(23, 26, 17, 0)",1
"(23, 27, 1, 0)",2
"(23, 27, 3, 0)",2
"(23, 27, 21, 0)",4
"(23, 27, 27, 0)",3
"(24, 11, 11, 0)",7
"(24, 13, 8, 0)",1
"(24, 13, 17, 0)",3
"(24, 17, 17, 0)",2
"(24, 17, 26, 0)",2
"(24, 24, 4, 0)",2
"(24, 24, 11, 0)",2
"(24, 24, 13, 0)",2
"(24, 24, 16, 0)",1
"(24, 24, 24, 0)",5
"(26, 26, 26, 0)",3
"(27, 1, 1, 0)",4
"(27, 1, 2, 0)",1
"(27, 3, 3, 0)",1
"(27, 10, 1, 0)",4
"(27, 10, 10, 0)",2
"(27, 12, 3, 0)",1
"(27, 15, 1, 0)",1
"(27, 21, 21, 0)",2
"(27, 27, 1, 0)",2
"(27, 27, 2, 0)",1
"(27, 27, 3, 0)",1
"(27, 27, 21, 0)",2
"(27, 27, 27, 0)",3
