message,n_concepts
"(7, 7, 7, 7, 0)",5
"(8, 5, 8, 8, 0)",2
"(8, 5, 8, 23, 0)",1
"(8, 8, 8, 8, 0)",318
"(8, 8, 8, 23, 0)",3
"(8, 8, 8, 24, 0)",19
"(8, 8, 23, 8, 0)",1
"(8, 8, 23, 23, 0)",1
"(8, 8, 23, 24, 0)",2
"(8, 8, 24, 8, 0)",5
"(8, 8, 24, 24, 0)",16
"(8, 10, 10, 10, 0)",169
"(8, 23, 8, 8, 0)",2
"(8, 23, 8, 24, 0)",1
"(8, 23, 23, 8, 0)",1
"(8, 24, 8, 24, 0)",2
"(8, 24, 23, 24, 0)",1
"(8, 24, 24, 24, 0)",27
"(10, 5, 5, 10, 0)",1
"(10, 5, 10, 5, 0)",1
"(10, 10, 5, 5, 0)",1
"(10, 10, 5, 10, 0)",1
"(10, 10, 10, 5, 0)",1
"(10, 10, 10, 10, 0)",331
"(10, 10, 10, 16, 0)",1
"(11, 2, 9, 9, 0)",1
"(11, 2, 9, 14, 0)",1
"(11, 2, 9, 20, 0)",4
"(11, 2, 11, 3, 0)",4
"(11, 2, 11, 11, 0)",10
"(11, 2, 11, 20, 0)",1
"(11, 2, 11, 22, 0)",1
"(11, 2, 14, 11, 0)",4
"(11, 2, 14, 14, 0)",1
"(11, 2, 14, 16, 0)",6
"(11, 2, 16, 11, 0)",3
"(11, 2, 16, 16, 0)",4
"(11, 2, 20, 11, 0)",1
"(11, 2, 20, 20, 0)",18
"(11, 2, 22, 3, 0)",1
"(11, 2, 22, 20, 0)",1
"(11, 5, 5, 5, 0)",29
"(11, 5, 5, 11, 0)",10
"(11, 5, 11, 5, 0)",3
"(11, 5, 11, 11, 0)",3
"(11, 11, 4, 21, 0)",1
"(11, 11, 5, 5, 0)",15
"(11, 11, 5, 11, 0)",8
"(11, 11, 9, 9, 0)",2
"(11, 11, 9, 11, 0)",2
"(11, 11, 9, 20, 0)",1
"(11, 11, 11, 4, 0)",1
"(11, 11, 11, 5, 0)",9
"(11, 11, 11, 9, 0)",3
"(11, 11, 11, 11, 0)",263
"(11, 11, 11, 14, 0)",2
"(11, 11, 11, 15, 0)",1
"(11, 11, 11, 16, 0)",6
"(11, 11, 11, 20, 0)",3
"(11, 11, 11, 24, 0)",3
"(11, 11, 13, 11, 0)",1
"(11, 11, 14, 3, 0)",1
"(11, 11, 14, 14, 0)",1
"(11, 11, 16, 11, 0)",1
"(11, 11, 16, 16, 0)",8
"(11, 11, 20, 11, 0)",1
"(11, 11, 20, 20, 0)",6
"(11, 11, 24, 11, 0)",2
"(11, 11, 24, 24, 0)",8
"(11, 11, 25, 14, 0)",1
"(11, 13, 11, 11, 0)",1
"(11, 13, 13, 13, 0)",2
"(11, 13, 13, 22, 0)",1
"(11, 14, 11, 11, 0)",1
"(11, 14, 11, 14, 0)",1
"(11, 14, 14, 14, 0)",1
"(11, 14, 14, 16, 0)",1
"(11, 14, 16, 16, 0)",2
"(11, 16, 16, 16, 0)",5
"(11, 20, 11, 9, 0)",1
"(11, 20, 11, 11, 0)",4
"(11, 20, 20, 20, 0)",9
"(11, 21, 21, 21, 0)",1
"(11, 24, 11, 11, 0)",2
"(11, 24, 24, 11, 0)",3
"(11, 24, 24, 24, 0)",30
"(11, 25, 14, 20, 0)",1
"(13, 11, 13, 13, 0)",1
"(13, 13, 10, 13, 0)",1
"(13, 13, 11, 13, 0)",1
"(13, 13, 13, 13, 0)",572
"(13, 13, 13, 26, 0)",1
"(13, 13, 22, 13, 0)",1
"(13, 13, 26, 26, 0)",2
"(13, 22, 13, 13, 0)",2
"(13, 26, 26, 13, 0)",1
"(13, 26, 26, 26, 0)",3
"(15, 2, 14, 14, 0)",1
"(15, 2, 20, 20, 0)",7
"(15, 2, 25, 14, 0)",1
"(15, 5, 5, 5, 0)",17
"(15, 5, 5, 15, 0)",1
"(15, 14, 14, 14, 0)",3
"(15, 14, 14, 15, 0)",1
"(15, 14, 15, 14, 0)",7
"(15, 14, 15, 15, 0)",3
"(15, 14, 16, 14, 0)",1
"(15, 15, 5, 5, 0)",5
"(15, 15, 5, 15, 0)",2
"(15, 15, 14, 14, 0)",4
"(15, 15, 14, 15, 0)",7
"(15, 15, 15, 5, 0)",3
"(15, 15, 15, 14, 0)",5
"(15, 15, 15, 15, 0)",309
"(15, 15, 15, 20, 0)",17
"(15, 15, 20, 15, 0)",3
"(15, 15, 20, 20, 0)",20
"(15, 15, 24, 15, 0)",1
"(15, 15, 24, 24, 0)",7
"(15, 20, 15, 20, 0)",1
"(15, 20, 20, 20, 0)",6
"(15, 24, 15, 15, 0)",1
"(15, 24, 24, 24, 0)",18
"(16, 2, 3, 3, 0)",20
"(16, 2, 3, 16, 0)",2
"(16, 2, 3, 20, 0)",3
"(16, 2, 3, 24, 0)",2
"(16, 2, 7, 3, 0)",4
"(16, 2, 7, 7, 0)",3
"(16, 2, 16, 3, 0)",5
"(16, 2, 16, 16, 0)",11
"(16, 2, 16, 20, 0)",2
"(16, 2, 16, 24, 0)",1
"(16, 2, 20, 3, 0)",2
"(16, 2, 20, 20, 0)",6
"(16, 2, 22, 3, 0)",1
"(16, 2, 22, 16, 0)",3
"(16, 2, 24, 24, 0)",13
"(16, 3, 3, 3, 0)",3
"(16, 3, 3, 16, 0)",3
"(16, 3, 16, 3, 0)",1
"(16, 3, 16, 16, 0)",1
"(16, 5, 3, 3, 0)",1
"(16, 5, 5, 3, 0)",1
"(16, 5, 5, 5, 0)",50
"(16, 5, 5, 16, 0)",8
"(16, 5, 5, 23, 0)",4
"(16, 5, 16, 5, 0)",13
"(16, 5, 16, 16, 0)",4
"(16, 5, 16, 23, 0)",3
"(16, 5, 23, 5, 0)",1
"(16, 5, 23, 23, 0)",1
"(16, 5, 25, 23, 0)",1
"(16, 7, 3, 3, 0)",10
"(16, 7, 3, 16, 0)",2
"(16, 7, 7, 7, 0)",1
"(16, 7, 16, 3, 0)",5
"(16, 7, 16, 16, 0)",4
"(16, 8, 8, 8, 0)",1
"(16, 9, 5, 5, 0)",1
"(16, 10, 3, 20, 0)",1
"(16, 10, 10, 10, 0)",5
"(16, 13, 13, 13, 0)",2
"(16, 13, 16, 13, 0)",1
"(16, 16, 2, 3, 0)",2
"(16, 16, 2, 16, 0)",2
"(16, 16, 3, 3, 0)",18
"(16, 16, 3, 5, 0)",1
"(16, 16, 3, 16, 0)",35
"(16, 16, 5, 5, 0)",15
"(16, 16, 5, 16, 0)",18
"(16, 16, 5, 20, 0)",1
"(16, 16, 5, 23, 0)",4
"(16, 16, 7, 7, 0)",2
"(16, 16, 7, 16, 0)",2
"(16, 16, 13, 16, 0)",2
"(16, 16, 16, 3, 0)",28
"(16, 16, 16, 5, 0)",14
"(16, 16, 16, 7, 0)",1
"(16, 16, 16, 13, 0)",1
"(16, 16, 16, 16, 0)",226
"(16, 16, 16, 19, 0)",3
"(16, 16, 16, 20, 0)",2
"(16, 16, 16, 21, 0)",1
"(16, 16, 16, 23, 0)",3
"(16, 16, 16, 24, 0)",9
"(16, 16, 19, 16, 0)",1
"(16, 16, 20, 16, 0)",1
"(16, 16, 20, 20, 0)",6
"(16, 16, 20, 23, 0)",1
"(16, 16, 22, 16, 0)",1
"(16, 16, 23, 16, 0)",3
"(16, 16, 23, 23, 0)",1
"(16, 16, 24, 23, 0)",1
"(16, 16, 24, 24, 0)",27
"(16, 19, 16, 16, 0)",1
"(16, 19, 19, 16, 0)",1
"(16, 20, 16, 20, 0)",1
"(16, 20, 20, 20, 0)",6
"(16, 21, 16, 16, 0)",1
"(16, 21, 16, 21, 0)",3
"(16, 21, 21, 16, 0)",1
"(16, 21, 21, 21, 0)",7
"(16, 22, 16, 16, 0)",1
"(16, 22, 16, 22, 0)",1
"(16, 23, 16, 16, 0)",1
"(16, 23, 23, 23, 0)",1
"(16, 24, 24, 24, 0)",52
"(17, 17, 21, 22, 0)",1
"(18, 5, 5, 5, 0)",2
"(18, 5, 5, 18, 0)",1
"(18, 7, 3, 3, 0)",3
"(18, 7, 18, 18, 0)",2
"(18, 14, 16, 14, 0)",1
"(18, 14, 16, 16, 0)",2
"(18, 16, 16, 16, 0)",1
"(18, 18, 3, 18, 0)",1
"(18, 18, 14, 16, 0)",4
"(18, 18, 14, 18, 0)",1
"(18, 18, 16, 16, 0)",7
"(18, 18, 18, 3, 0)",2
"(18, 18, 18, 7, 0)",2
"(18, 18, 18, 14, 0)",5
"(18, 18, 18, 16, 0)",4
"(18, 18, 18, 18, 0)",256
"(18, 18, 18, 20, 0)",1
"(18, 18, 24, 24, 0)",2
"(18, 19, 18, 18, 0)",1
"(18, 19, 19, 19, 0)",4
"(18, 21, 18, 18, 0)",3
"(18, 21, 18, 21, 0)",1
"(18, 21, 21, 21, 0)",3
"(18, 24, 18, 18, 0)",1
"(18, 24, 24, 24, 0)",5
"(19, 5, 5, 5, 0)",5
"(19, 8, 8, 8, 0)",2
"(19, 10, 10, 10, 0)",14
"(19, 15, 15, 15, 0)",7
"(19, 18, 18, 18, 0)",7
"(19, 19, 3, 3, 0)",1
"(19, 19, 3, 19, 0)",1
"(19, 19, 10, 19, 0)",1
"(19, 19, 18, 18, 0)",1
"(19, 19, 19, 3, 0)",1
"(19, 19, 19, 7, 0)",1
"(19, 19, 19, 18, 0)",3
"(19, 19, 19, 19, 0)",57
"(19, 19, 19, 23, 0)",3
"(19, 19, 19, 24, 0)",3
"(19, 19, 23, 19, 0)",1
"(19, 19, 23, 23, 0)",1
"(19, 19, 24, 24, 0)",2
"(19, 23, 23, 24, 0)",1
"(19, 23, 24, 24, 0)",1
"(19, 24, 24, 24, 0)",2
"(19, 26, 26, 26, 0)",1
"(20, 8, 8, 8, 0)",3
"(20, 10, 10, 10, 0)",1
"(20, 11, 9, 9, 0)",1
"(20, 11, 11, 11, 0)",5
"(20, 15, 15, 15, 0)",1
"(20, 20, 9, 9, 0)",1
"(20, 20, 10, 10, 0)",2
"(20, 20, 10, 20, 0)",1
"(20, 20, 11, 11, 0)",5
"(20, 20, 11, 20, 0)",1
"(20, 20, 20, 8, 0)",3
"(20, 20, 20, 9, 0)",1
"(20, 20, 20, 11, 0)",5
"(20, 20, 20, 15, 0)",1
"(20, 20, 20, 20, 0)",457
"(20, 20, 20, 23, 0)",14
"(20, 20, 23, 8, 0)",5
"(20, 20, 23, 20, 0)",1
"(20, 20, 23, 23, 0)",5
"(20, 23, 23, 23, 0)",1
"(21, 6, 17, 21, 0)",1
"(21, 8, 8, 8, 0)",24
"(21, 8, 8, 21, 0)",2
"(21, 8, 21, 8, 0)",2
"(21, 8, 21, 21, 0)",8
"(21, 10, 10, 10, 0)",4
"(21, 10, 10, 21, 0)",1
"(21, 10, 21, 10, 0)",1
"(21, 10, 21, 21, 0)",1
"(21, 15, 15, 15, 0)",1
"(21, 16, 16, 21, 0)",1
"(21, 17, 5, 7, 0)",1
"(21, 17, 17, 21, 0)",2
"(21, 17, 21, 16, 0)",1
"(21, 17, 21, 17, 0)",6
"(21, 17, 21, 21, 0)",31
"(21, 17, 22, 17, 0)",1
"(21, 18, 18, 21, 0)",1
"(21, 20, 20, 17, 0)",1
"(21, 21, 8, 8, 0)",9
"(21, 21, 8, 21, 0)",3
"(21, 21, 10, 10, 0)",2
"(21, 21, 10, 21, 0)",1
"(21, 21, 14, 14, 0)",2
"(21, 21, 14, 17, 0)",1
"(21, 21, 14, 18, 0)",2
"(21, 21, 14, 21, 0)",1
"(21, 21, 15, 15, 0)",1
"(21, 21, 15, 21, 0)",1
"(21, 21, 17, 21, 0)",3
"(21, 21, 18, 21, 0)",1
"(21, 21, 19, 19, 0)",1
"(21, 21, 21, 8, 0)",2
"(21, 21, 21, 10, 0)",1
"(21, 21, 21, 14, 0)",4
"(21, 21, 21, 17, 0)",2
"(21, 21, 21, 21, 0)",445
"(21, 21, 21, 23, 0)",3
"(21, 21, 22, 21, 0)",4
"(21, 21, 23, 8, 0)",1
"(21, 21, 23, 21, 0)",4
"(21, 21, 23, 23, 0)",2
"(21, 21, 26, 21, 0)",2
"(21, 22, 21, 21, 0)",3
"(21, 22, 21, 23, 0)",1
"(21, 22, 23, 21, 0)",1
"(21, 22, 23, 23, 0)",3
"(21, 23, 21, 23, 0)",1
"(21, 23, 23, 21, 0)",2
"(21, 23, 23, 23, 0)",3
"(21, 26, 21, 21, 0)",1
"(21, 26, 26, 26, 0)",2
"(22, 13, 11, 13, 0)",1
"(22, 13, 13, 13, 0)",30
"(22, 22, 22, 22, 0)",1
"(23, 8, 8, 8, 0)",5
"(23, 8, 23, 23, 0)",1
"(23, 24, 24, 24, 0)",2
"(24, 8, 24, 8, 0)",1
"(24, 8, 24, 24, 0)",2
"(24, 18, 18, 18, 0)",5
"(24, 23, 24, 23, 0)",1
"(24, 23, 24, 24, 0)",1
"(24, 24, 18, 18, 0)",6
"(24, 24, 24, 18, 0)",3
"(24, 24, 24, 24, 0)",188
"(25, 5, 5, 5, 0)",1
"(25, 7, 7, 3, 0)",1
"(25, 7, 19, 19, 0)",1
"(25, 10, 10, 10, 0)",24
"(25, 10, 10, 16, 0)",1
"(25, 14, 3, 3, 0)",2
"(25, 14, 3, 14, 0)",3
"(25, 14, 5, 5, 0)",1
"(25, 14, 5, 16, 0)",1
"(25, 14, 7, 15, 0)",1
"(25, 14, 8, 8, 0)",1
"(25, 14, 10, 10, 0)",40
"(25, 14, 10, 14, 0)",3
"(25, 14, 10, 16, 0)",3
"(25, 14, 11, 16, 0)",1
"(25, 14, 14, 3, 0)",4
"(25, 14, 14, 5, 0)",1
"(25, 14, 14, 8, 0)",1
"(25, 14, 14, 14, 0)",168
"(25, 14, 14, 15, 0)",7
"(25, 14, 14, 16, 0)",87
"(25, 14, 14, 18, 0)",1
"(25, 14, 14, 20, 0)",2
"(25, 14, 14, 21, 0)",2
"(25, 14, 14, 23, 0)",4
"(25, 14, 14, 24, 0)",7
"(25, 14, 14, 26, 0)",9
"(25, 14, 15, 14, 0)",1
"(25, 14, 15, 15, 0)",1
"(25, 14, 16, 3, 0)",3
"(25, 14, 16, 14, 0)",9
"(25, 14, 16, 16, 0)",64
"(25, 14, 17, 8, 0)",1
"(25, 14, 17, 14, 0)",1
"(25, 14, 18, 18, 0)",6
"(25, 14, 18, 23, 0)",1
"(25, 14, 20, 20, 0)",7
"(25, 14, 21, 14, 0)",1
"(25, 14, 21, 23, 0)",1
"(25, 14, 23, 8, 0)",2
"(25, 14, 23, 23, 0)",11
"(25, 14, 23, 24, 0)",1
"(25, 14, 24, 24, 0)",5
"(25, 14, 25, 10, 0)",1
"(25, 14, 25, 14, 0)",4
"(25, 14, 25, 20, 0)",1
"(25, 14, 26, 14, 0)",6
"(25, 14, 26, 26, 0)",8
"(25, 16, 10, 10, 0)",1
"(25, 16, 10, 16, 0)",1
"(25, 16, 14, 16, 0)",13
"(25, 16, 16, 16, 0)",39
"(25, 16, 21, 23, 0)",1
"(25, 16, 23, 16, 0)",1
"(25, 16, 24, 24, 0)",1
"(25, 18, 14, 17, 0)",1
"(25, 18, 14, 18, 0)",1
"(25, 18, 18, 14, 0)",1
"(25, 18, 18, 18, 0)",12
"(25, 18, 18, 19, 0)",1
"(25, 20, 20, 20, 0)",10
"(25, 21, 14, 14, 0)",12
"(25, 21, 14, 21, 0)",2
"(25, 21, 14, 23, 0)",2
"(25, 21, 18, 18, 0)",2
"(25, 21, 21, 14, 0)",4
"(25, 21, 21, 16, 0)",1
"(25, 21, 21, 21, 0)",27
"(25, 21, 21, 23, 0)",1
"(25, 21, 23, 21, 0)",3
"(25, 21, 23, 23, 0)",3
"(25, 21, 26, 26, 0)",1
"(25, 23, 1, 14, 0)",1
"(25, 23, 8, 8, 0)",14
"(25, 23, 8, 14, 0)",1
"(25, 23, 8, 23, 0)",8
"(25, 23, 14, 14, 0)",1
"(25, 23, 14, 23, 0)",1
"(25, 23, 16, 16, 0)",1
"(25, 23, 20, 23, 0)",1
"(25, 23, 23, 8, 0)",26
"(25, 23, 23, 16, 0)",1
"(25, 23, 23, 21, 0)",1
"(25, 23, 23, 23, 0)",60
"(25, 23, 23, 24, 0)",1
"(25, 23, 24, 23, 0)",2
"(25, 23, 24, 24, 0)",7
